x,y,z,roll,pitch,yaw,width,score,success
0.3824410407051009,-0.03361458985306557,0.054223681149553074,-3.0772277222349778,0.037145156226136074,1.5702027676944945,0.08,0.9303915353017337,1
0.3807480199323878,-0.037007151554739104,0.05452847067567022,-3.1235748506273824,0.013576118701776992,-3.1414820076884524,0.08,0.9302222624672688,1
0.37437844508904317,-0.03343210681944221,0.053813756987380806,3.132358789183249,-0.08587772232452823,-0.009433280382664505,0.08,0.9292776422683778,0
0.37830232963118826,0.0489910328798886,0.054317572447231045,-3.092045140951835,-0.008453275245451766,-1.568283077030739,0.08,0.9277697870047467,0
0.373496772003764,-0.006795904410325352,0.09416485188873788,-0.01802698865872207,0.01956714450035181,3.140273500289352,0.08,0.9275963712148169,0
0.3829323355851854,0.00010612758375265106,0.054187740276278804,-2.9933343702562825,-0.034784432306053284,1.5681188186386448,0.08,0.9273534722990726,1
0.37780189075425874,0.02564116019399429,0.0542359281172414,3.1192246300164124,0.11915007167872399,-3.1266833043375644,0.08,0.9272200590054278,1
0.38584993685616864,-0.0523366537537828,0.09463563323553678,-0.14552629711474369,0.09253125697915725,-1.5689148705380203,0.08,0.9254195522177812,1
0.3807480199323878,-0.037007151554739104,0.05452847067567022,3.1372208768778482,-0.029635770006110104,-0.7853171863202169,0.08,0.9243715616602023,1
0.3771479449130237,-0.02480495255691706,0.05417831971841037,-3.1280546267605254,-0.09467130359102152,-0.0095937384151594,0.08,0.9239653037631985,0
0.384173281293383,-0.0362847467495447,0.05395898578341985,-2.931444645494319,-0.0011263615898383492,1.5740840795828714,0.08,0.922869502057733,1
0.38036159413909976,-0.044361775530539244,0.05448429031924941,3.1342640286739285,-0.022418348601754293,3.141250102800669,0.08,0.9210881491370725,1
0.38149859413910286,-0.04320077553054021,0.05437129031924937,-3.124106034266554,-0.02960043186297502,2.3562004233123877,0.08,0.916550664864093,1
0.37943358045498643,-0.05001198720176602,0.09451634751496471,0.01704113068328425,-0.006234786122132162,-1.5716694820072796,0.08,0.9158697494191088,1
0.3816340326616424,-0.0043445165609833645,0.054318433960347814,-3.065832298422824,-0.05846211261774407,1.5697486815878903,0.08,0.9153909747979955,1
0.38130494885006844,0.0032144873966946912,0.05439351478106563,3.082899687040493,-0.008587988808869589,-2.3548729739711214,0.08,0.91512341901846,1
0.3745858103995034,0.032206315357594925,0.09478891517316002,-0.016350467399778766,-0.10703532100189665,0.007464731715784293,0.08,0.9149084306626298,0
0.3784556298249783,0.030154338272324197,0.05477864843546404,3.0870309484126968,0.011662213737570338,1.5710319677050364,0.08,0.9140831422901307,1
0.37943649841370036,0.026942937708507406,0.054511883455510245,-3.1390422667004896,-0.028849849264566345,1.570522462848748,0.08,0.9139778312004577,1
0.38036159413909976,-0.044361775530539244,0.05448429031924941,-3.1031081676582932,-0.02934681032800938,2.3565634200644276,0.08,0.9138975861489239,1
0.3796754894832099,-0.00010170170960674819,0.05458629973201824,3.112033182948873,-0.00042438077291277455,1.5710350995942852,0.08,0.9138791177632474,1
0.3885147298367242,0.022340373067416486,0.09384954034592823,0.06640355610257043,0.036455179734296995,0.7892038529290507,0.08,0.9126582047935908,0
0.37780189075425874,0.02564116019399429,0.0542359281172414,3.035699488218563,-0.07326696690240458,0.7832751095832772,0.08,0.9124622585558705,0
0.38006112402702386,-0.040451719299326894,0.05454402671236709,-3.138876432692336,0.048518461448927415,-3.1403413169257917,0.08,0.912058322239505,1
0.3796754894832099,-0.00010170170960674819,0.05458629973201824,-3.0978373583722236,-0.0046458895088697895,0.7853723610273604,0.08,0.9116563568730871,0
0.36733162209019854,-0.0012177460199723792,0.09326112555281736,-0.0310092321919481,-0.09900398917482735,0.005860442225301586,0.08,0.9113823083114658,0
0.38149859413910286,-0.04320077553054021,0.05437129031924937,3.1251012468545927,-0.01917547042255764,-0.0006591671424133335,0.08,0.9101596904290978,1
0.3723892451176568,0.03317459422567815,0.09439482667860465,0.12035380068006314,0.014500029493202834,-1.5738674286227274,0.08,0.9093823051461372,0
0.38130494885006844,0.0032144873966946912,0.05439351478106563,3.130169421844191,0.02511882301879615,-0.00025553388664698056,0.08,0.9083936916612142,0
0.3883890838270541,0.0008177017808230626,0.05273821293579131,-3.0249806396119645,-0.08203077421625087,2.362408828432308,0.08,0.9082178125464168,0
0.38130494885006844,0.0032144873966946912,0.05439351478106563,-3.0965502674145267,0.03390435513542632,-0.7838894268732414,0.08,0.907830939732624,1
0.38651592616290414,-0.005393910806932409,0.05376684877021888,-3.1005769414694373,-0.10456669410091375,2.358664582273327,0.08,0.9077367287818809,1
0.38795892256570524,-0.036912174806954065,0.05280436421942548,-2.902559811480099,-0.024157000184906526,1.571202653851751,0.08,0.9071391246630823,1
0.3885147298367242,0.022340373067416486,0.09384954034592823,0.04001240659316299,-0.11044786698110579,3.1339008066477425,0.08,0.9066026580141312,0
0.37696629707892515,-0.052124536318276536,0.05468618296512215,-3.132598366310433,0.03543522109345446,-3.1396058799564335,0.08,0.9062589859584697,0
0.3796754894832099,-0.00010170170960674819,0.05458629973201824,-3.123407505870272,-0.024608972561630266,-3.1412914956717084,0.08,0.9055014476755895,1
0.3824410407051009,-0.03361458985306557,0.054223681149553074,-3.107708083529017,-0.037203423806034516,2.354018807623566,0.08,0.9051509932385938,1
0.3671057865045242,-0.0064186769626332655,0.09317807810714562,-0.014387992714564427,-0.11980347601108413,0.007433227517034675,0.08,0.9049037791470244,0
0.37830232963118826,0.0489910328798886,0.054317572447231045,3.1272931005787052,0.01987651887886212,-3.138723440918209,0.08,0.9046335491483086,0
0.38006112402702386,-0.040451719299326894,0.05454402671236709,-3.1162058352203648,0.024487400627138847,1.5698202310366651,0.08,0.9045850007207193,1
0.3876159261629008,-0.0033309108069318914,0.05323884877021939,-3.0358134087227855,-0.01745922828140608,1.5698746377486503,0.08,0.9045016533240563,1
0.37860458130620067,0.02729908056940337,0.05476438057487215,-3.1285163757805687,-0.05953132522767927,0.7851423887823168,0.08,0.9044989863680922,1
0.3832147044333877,0.017459070799713903,0.09445648183336253,0.01883854734730659,-0.08443702531275633,3.1403870288879387,0.08,0.9043598858663863,1
0.3868138290707096,0.046698143045447185,0.05382556404055378,-2.9743853212775906,-0.0068776960764465565,1.5662824003394957,0.08,0.9039152140573324,1
0.38164232367331924,0.011183390047590818,0.055120899950058304,-3.094504830031629,0.06505011599237732,-0.002440893522282288,0.08,0.9038988549119621,1
0.38659587420741814,-0.0006090074723278088,0.053827217573011815,-3.0883803754228785,-0.10887218100254485,2.3554511120101647,0.08,0.9036118431031687,0
0.3818198777907869,0.005917637910332578,0.05505353896616545,-3.0696459723159712,-0.017119889859258216,1.564426102338851,0.08,0.9032184753939819,0
0.38311555575004996,0.003302931378498131,0.05435854305632743,-2.99690675458155,0.10292894993601123,0.7892162498686764,0.08,0.9029950881889007,0
0.38149859413910286,-0.04320077553054021,0.05437129031924937,-3.089689855179072,0.01017151754282626,-3.1409799417176307,0.08,0.9024782973705575,1
0.3763204261729277,0.048457191809453966,0.0544966957631899,3.1298102470620797,0.10386237392784502,2.3558475962174232,0.08,0.9016025169664538,1
0.3817233159478332,-0.04216371805927211,0.05429258785712739,-3.062370903498908,0.12765902893040573,-0.000858380347658686,0.08,0.9012917612518263,0
