time,obj,cube_scale,topk,seed,ee_index,ik_iters,ik_attempts,joint_force,descent_step,descend_clear,vel_close,pos_close,squeeze,fast,fast_scale,n_trials,success_count,success_rate,obj_shape,grasps_path,tag
2025-11-20 16:22:14,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,900.0,1.0,1,0.9,24,3,0.125,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned
2025-11-20 16:23:32,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,900.0,1.5,1,0.9,24,3,0.125,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned
2025-11-20 16:24:50,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,1100.0,1.0,1,0.9,24,3,0.125,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned
2025-11-20 16:26:08,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,1100.0,1.5,1,0.9,24,3,0.125,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned
2025-11-20 16:27:24,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,700.0,1.0,1,0.9,24,6,0.25,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned
2025-11-20 16:28:40,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,700.0,1.5,1,0.9,24,6,0.25,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned
2025-11-20 16:29:56,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,900.0,1.0,1,0.9,24,4,0.1667,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned
2025-11-20 16:31:11,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,900.0,1.5,1,0.9,24,4,0.1667,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned
2025-11-20 16:32:27,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,1100.0,1.0,1,0.9,24,4,0.1667,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned
2025-11-20 16:33:43,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,1100.0,1.5,1,0.9,24,4,0.1667,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned
2025-11-20 16:34:59,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,700.0,1.0,1,0.9,24,6,0.25,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned
2025-11-20 16:36:15,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,700.0,1.5,1,0.9,24,6,0.25,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned
2025-11-20 16:37:31,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,900.0,1.0,1,0.9,24,7,0.2917,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned
2025-11-20 16:38:48,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,900.0,1.5,1,0.9,24,7,0.2917,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned
2025-11-20 16:40:04,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,1100.0,1.0,1,0.9,24,7,0.2917,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned
2025-11-20 16:41:21,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,1100.0,1.5,1,0.9,24,7,0.2917,other,grasp_6dof/dataset/gen_cylinder_patched_pruned.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned
