time,obj,cube_scale,topk,seed,ee_index,ik_iters,ik_attempts,joint_force,descent_step,descend_clear,vel_close,pos_close,squeeze,fast,fast_scale,n_trials,success_count,success_rate
2025-10-30 22:06:53,cube.urdf,0.08,12,2,11,400,5,900.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-30 22:16:33,cube.urdf,0.08,12,2,11,400,5,900.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-30 22:27:13,cube.urdf,0.08,12,3,11,400,5,900.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-30 22:37:26,cube.urdf,0.08,12,3,11,400,5,900.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-30 22:47:56,cube.urdf,0.08,12,3,11,400,5,900.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-30 22:58:23,cube.urdf,0.08,12,3,11,400,5,900.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-31 02:00:00,cube.urdf,0.08,12,1,11,1000,8,1200.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-31 02:10:13,cube.urdf,0.08,12,1,11,1000,8,1200.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-31 02:18:14,cube.urdf,0.08,12,1,11,1000,8,1200.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-31 02:28:00,cube.urdf,0.08,12,1,11,1000,8,1200.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-31 02:37:46,cube.urdf,0.08,12,1,11,1000,8,1200.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-31 02:45:47,cube.urdf,0.08,12,1,11,1000,8,1200.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
2025-10-31 02:55:43,cube.urdf,0.08,12,1,11,1000,8,1200.0,0.002,0.02,0.3,950.0,0.4,1,0.85,12,12,1.0
