x,y,z,roll,pitch,yaw,width,score,dz,dz_lift,need_dz,H,still_touch,success,fell_off,contact_seen,obj_type,source,label
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,2.0922057087494643,0.05891604198198413,1.0155810183175662,0.0006,0.15441488317497049,0.02,0.07936131844971844,1,1,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,1
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,2.6157346814895224,0.05891604198198413,1.0155810183175662,0.0026,0.0025585596581724386,0.02,0.08464901133303786,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,3.14146381415074,0.05891604198198413,1.0155810183175662,0.0,2.0816681711721685e-17,0.02,0.0774285714286348,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,-2.6159274574021114,0.05891604198198413,1.0155810183175662,0.0107,0.010698837157328358,0.02270370689890069,0.11351853449450344,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,-2.0922696476271625,0.05891604198198413,1.0155810183175662,0.0051,0.15706117565666386,0.02,0.08896120141806169,1,1,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,1
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,-1.5707963267948966,0.05891604198198413,1.0155810183175662,0.1485,0.14847918606927699,0.02,0.08330838299345311,1,1,0,1,cylinder,gen_cylinder_validated_seed1_tuned2.json,1
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,-1.049386944840329,0.05891604198198413,1.0155810183175662,0.0311,0.031101440822443222,0.029003994735507306,0.14501997367753652,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,-0.525857972100271,0.05891604198198413,1.0155810183175662,0.0087,0.008719837744418164,0.02,0.0968346995860108,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,-0.00012883943905351656,0.05891604198198413,1.0155810183175662,0.1629,0.1626143487178929,0.0259157483057402,0.129578741528701,1,1,0,1,cylinder,gen_cylinder_validated_seed1_tuned2.json,1
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,0.5256651961876813,0.05891604198198413,1.0155810183175662,0.024,0.02404930218196873,0.03106277647249868,0.15531388236249338,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,1.0493230059626306,0.05891604198198413,1.0155810183175662,0.0015,0.14542392085322076,0.02,0.08384605906364473,1,1,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,1
