x,y,z,roll,pitch,yaw,width,score,dz,dz_lift,need_dz,H,still_touch,success,fell_off,contact_seen,obj_type,source,label
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,1.5707963267948968,0.05891604198198413,1.0161051669841819,0.0,0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,2.0942595220380364,0.05891604198198413,1.0161051669841819,0.0,0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,2.6175672462771686,0.05891604198198413,1.0161051669841819,0.0,0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,3.1410104043551503,0.05891604198198413,1.0161051669841819,0.0,0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,-2.6184406302623797,0.05891604198198413,1.0161051669841819,-0.0,-0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,-2.0945506567394907,0.05891604198198413,1.0161051669841819,0.0,0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,-1.5707963267948966,0.05891604198198413,1.0161051669841819,0.0,0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,-1.047333131551757,0.05891604198198413,1.0161051669841819,0.0,0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,-0.5240254073126248,0.05891604198198413,1.0161051669841819,0.0,0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,-0.0005822492346429841,0.05891604198198413,1.0161051669841819,0.0,0.0,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,0.5231520233274131,0.05891604198198413,1.0161051669841819,0.0081,0.0081,0.0,0.0,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
0.38059131057299167,-0.036826799708995314,0.07652583492090974,3.141592653589793,0.0,1.0470419968503024,0.05891604198198413,1.0161051669841819,0.0023,0.15076415943492016,0.02,0.09511797999872829,1,1,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,1
0.3752727090852131,0.025465439719414725,0.0760890443653966,3.141592653589793,0.0,1.5707963267948968,0.05891604198198413,1.0155810183175662,0.026,0.02600918370449123,0.027919602400131527,0.13959801200065763,0,0,0,0,cylinder,gen_cylinder_validated_seed1_tuned2.json,0
